,school_state,resource_type,poverty_level,total_donations,funding_status,date_posted
730344,MD,Supplies,highest poverty,1038,completed,2014-09-13 00:00:00
305899,CA,Other,highest poverty,0,expired,2011-05-08 00:00:00
325486,MA,Other,highest poverty,233,completed,2011-08-20 00:00:00
557089,UT,Supplies,highest poverty,390,completed,2013-09-03 00:00:00
357466,CA,Supplies,moderate poverty,584,completed,2011-11-25 00:00:00
610787,TX,Technology,highest poverty,415,completed,2013-12-03 00:00:00
174756,MD,Technology,highest poverty,707,completed,2009-12-01 00:00:00
168773,NJ,Supplies,moderate poverty,666,completed,2009-10-23 00:00:00
245220,IL,Technology,high poverty,576,completed,2010-10-22 00:00:00
405883,GA,Supplies,moderate poverty,534,completed,2012-03-27 00:00:00
445658,GA,Books,moderate poverty,235,completed,2012-09-12 00:00:00
186132,VA,Technology,high poverty,0,expired,2010-02-04 00:00:00
277141,CA,Books,highest poverty,404,completed,2011-02-02 00:00:00
451391,CA,Books,low poverty,0,expired,2012-09-26 00:00:00
7309,CA,Trips,moderate poverty,0,expired,2005-01-17 00:00:00
543285,NC,Books,highest poverty,363,completed,2013-08-09 00:00:00
318067,IN,Books,highest poverty,0,expired,2011-07-25 00:00:00
641519,OH,Technology,high poverty,20,expired,2014-03-06 00:00:00
441804,PA,Technology,high poverty,176,completed,2012-09-05 00:00:00
26018,IL,Supplies,highest poverty,1097,completed,2006-08-25 00:00:00
529524,FL,Technology,high poverty,1243,completed,2013-06-24 00:00:00
809373,NC,Supplies,moderate poverty,171,reallocated,2015-02-14 00:00:00
877353,GA,Visitors,high poverty,0,live,2015-08-15 00:00:00
542175,AL,Technology,high poverty,327,completed,2013-08-08 00:00:00
188394,MD,Supplies,highest poverty,178,completed,2010-02-16 00:00:00
243857,CA,Supplies,highest poverty,100,reallocated,2010-10-17 00:00:00
729763,HI,Books,moderate poverty,0,expired,2014-09-12 00:00:00
525656,UT,Books,high poverty,20,expired,2013-06-04 00:00:00
767296,CA,Books,low poverty,234,expired,2014-11-01 00:00:00
182034,TN,Technology,high poverty,377,completed,2010-01-13 00:00:00
130589,CA,Books,high poverty,577,completed,2009-03-31 00:00:00
91029,NY,Technology,highest poverty,0,expired,2008-06-26 00:00:00
663855,CA,Supplies,highest poverty,393,completed,2014-05-11 00:00:00
93700,NC,Supplies,high poverty,0,expired,2008-07-24 00:00:00
34926,IL,Supplies,highest poverty,125,reallocated,2006-11-30 00:00:00
458715,VA,Books,high poverty,10,expired,2012-10-09 00:00:00
324357,KS,Books,highest poverty,463,completed,2011-08-16 00:00:00
229251,CA,Books,high poverty,419,completed,2010-09-15 00:00:00
483857,MI,Technology,moderate poverty,0,expired,2012-12-14 00:00:00
200695,CA,Books,high poverty,449,completed,2010-04-25 00:00:00
501057,CA,Technology,highest poverty,0,expired,2013-02-14 00:00:00
569538,TX,Supplies,highest poverty,718,completed,2013-09-22 00:00:00
227552,CA,Technology,high poverty,680,expired,2010-09-10 00:00:00
392156,CT,Supplies,moderate poverty,179,completed,2012-02-12 00:00:00
463768,TX,Supplies,highest poverty,452,completed,2012-10-19 00:00:00
706020,ID,Technology,high poverty,1124,completed,2014-08-24 00:00:00
732476,AR,Supplies,highest poverty,560,completed,2014-09-14 00:00:00
590152,FL,Technology,high poverty,0,expired,2013-10-26 00:00:00
339357,NY,Supplies,highest poverty,230,completed,2011-09-25 00:00:00
68125,VA,Technology,high poverty,192,completed,2007-12-31 00:00:00
447920,NJ,Supplies,highest poverty,172,completed,2012-09-18 00:00:00
592071,TX,Supplies,highest poverty,163,completed,2013-10-29 00:00:00
442088,CA,Supplies,moderate poverty,1070,completed,2012-09-05 00:00:00
45706,NC,Supplies,highest poverty,100,expired,2007-07-09 00:00:00
541481,CA,Technology,moderate poverty,447,completed,2013-08-05 00:00:00
270271,TX,Supplies,highest poverty,557,completed,2011-01-16 00:00:00
595802,TN,Supplies,highest poverty,25,expired,2013-11-03 00:00:00
330747,PA,Technology,highest poverty,0,expired,2011-08-31 00:00:00
669841,CA,Technology,high poverty,999,completed,2014-06-07 00:00:00
53687,RI,Books,highest poverty,181,completed,2007-10-08 00:00:00
506531,GA,Technology,high poverty,634,completed,2013-03-06 00:00:00
330682,PA,Technology,highest poverty,0,expired,2011-08-31 00:00:00
78053,CA,Supplies,highest poverty,175,completed,2008-02-28 00:00:00
685663,NC,Technology,highest poverty,243,completed,2014-07-27 00:00:00
774072,NJ,Other,high poverty,489,completed,2014-11-16 00:00:00
327116,NY,Supplies,highest poverty,456,completed,2011-08-22 00:00:00
769706,WA,Other,highest poverty,349,completed,2014-11-06 00:00:00
99953,CA,Supplies,highest poverty,301,completed,2008-09-08 00:00:00
142921,WA,Technology,highest poverty,95,expired,2009-07-07 00:00:00
743970,TX,Supplies,moderate poverty,422,completed,2014-09-25 00:00:00
528192,NJ,Other,highest poverty,242,completed,2013-06-18 00:00:00
789740,PA,Other,highest poverty,155,expired,2015-01-01 00:00:00
596900,CA,Books,moderate poverty,616,completed,2013-11-05 00:00:00
857756,TN,Technology,moderate poverty,344,completed,2015-06-29 00:00:00
328142,MO,Technology,highest poverty,377,completed,2011-08-25 00:00:00
301592,TN,Technology,high poverty,0,expired,2011-04-15 00:00:00
647156,KS,Books,moderate poverty,178,completed,2014-03-17 00:00:00
603671,FL,Technology,highest poverty,464,completed,2013-11-16 00:00:00
423290,NC,Books,highest poverty,185,completed,2012-07-04 00:00:00
346720,DC,Books,highest poverty,682,completed,2011-10-15 00:00:00
49474,CA,Technology,high poverty,583,completed,2007-08-30 00:00:00
152105,MI,Supplies,highest poverty,548,completed,2009-08-26 00:00:00
49798,AL,Other,high poverty,575,completed,2007-09-04 00:00:00
518112,FL,Technology,moderate poverty,885,completed,2013-05-01 00:00:00
849406,FL,Supplies,highest poverty,20,expired,2015-06-01 00:00:00
333910,AZ,Books,highest poverty,337,completed,2011-09-11 00:00:00
563694,CA,Supplies,low poverty,275,completed,2013-09-13 00:00:00
54880,RI,Supplies,highest poverty,488,completed,2007-10-17 00:00:00
318572,TN,Technology,highest poverty,0,expired,2011-07-26 00:00:00
499430,DC,Technology,highest poverty,298,completed,2013-02-11 00:00:00
132073,IN,Supplies,highest poverty,720,completed,2009-04-11 00:00:00
61808,CA,Supplies,moderate poverty,138,completed,2007-11-18 00:00:00
740804,MI,Supplies,highest poverty,513,completed,2014-09-21 00:00:00
305699,AL,Technology,high poverty,25,expired,2011-05-07 00:00:00
421932,CT,Technology,highest poverty,35,expired,2012-06-26 00:00:00
59467,SC,Books,highest poverty,245,completed,2007-11-07 00:00:00
589848,PA,Other,highest poverty,257,completed,2013-10-25 00:00:00
826844,WA,Supplies,high poverty,1733,completed,2015-03-26 00:00:00
91408,VA,Supplies,highest poverty,0,expired,2008-06-28 00:00:00
767484,FL,Technology,highest poverty,434,completed,2014-11-01 00:00:00
433902,NC,Supplies,high poverty,208,completed,2012-08-18 00:00:00
75019,CA,Books,high poverty,198,completed,2008-02-09 00:00:00
616143,MO,Technology,highest poverty,203,expired,2013-12-17 00:00:00
128803,MA,Supplies,highest poverty,362,completed,2009-03-19 00:00:00
218545,MO,Supplies,highest poverty,0,expired,2010-08-17 00:00:00
829271,FL,Supplies,highest poverty,1138,completed,2015-04-01 00:00:00
70983,PA,Books,highest poverty,439,completed,2008-01-20 00:00:00
803944,IN,Books,highest poverty,339,completed,2015-02-02 00:00:00
487821,AZ,Supplies,high poverty,206,completed,2012-12-30 00:00:00
164427,CA,Supplies,highest poverty,0,expired,2009-10-04 00:00:00
37660,NY,Other,highest poverty,0,expired,2007-01-24 00:00:00
219909,NY,Technology,highest poverty,531,completed,2010-08-21 00:00:00
737128,MA,Visitors,moderate poverty,0,expired,2014-09-19 00:00:00
58171,MD,Supplies,highest poverty,411,completed,2007-11-02 00:00:00
843559,CA,Other,moderate poverty,0,expired,2015-05-15 00:00:00
772841,AR,Technology,highest poverty,200,expired,2014-11-12 00:00:00
32244,TX,Supplies,highest poverty,328,completed,2006-10-30 00:00:00
283859,MA,Books,highest poverty,390,completed,2011-02-23 00:00:00
327497,TX,Supplies,moderate poverty,0,expired,2011-08-23 00:00:00
234161,NY,Books,highest poverty,448,completed,2010-09-25 00:00:00
512150,CA,Other,high poverty,57,expired,2013-04-02 00:00:00
5952,NY,Technology,highest poverty,386,completed,2004-10-30 00:00:00
233636,IN,Books,highest poverty,393,completed,2010-09-23 00:00:00
751006,FL,Books,highest poverty,158,completed,2014-10-04 00:00:00
651460,MO,Supplies,moderate poverty,537,completed,2014-03-29 00:00:00
537829,UT,Technology,moderate poverty,346,completed,2013-07-26 00:00:00
527618,CA,Books,highest poverty,499,completed,2013-06-16 00:00:00
347596,NV,Other,highest poverty,297,completed,2011-10-19 00:00:00
813798,GA,Technology,highest poverty,10,expired,2015-02-24 00:00:00
845783,PA,Supplies,high poverty,0,live,2015-05-22 00:00:00
112307,IL,Technology,highest poverty,549,completed,2008-12-02 00:00:00
194742,KY,Supplies,moderate poverty,171,completed,2010-03-20 00:00:00
72949,IL,Books,highest poverty,75,expired,2008-01-29 00:00:00
356639,TX,Technology,high poverty,186,completed,2011-11-21 00:00:00
134022,MI,Books,highest poverty,524,completed,2009-05-01 00:00:00
318825,NY,Supplies,highest poverty,308,completed,2011-07-27 00:00:00
111881,CA,Books,highest poverty,904,completed,2008-11-29 00:00:00
527566,OK,Books,moderate poverty,446,completed,2013-06-16 00:00:00
601364,IL,Technology,high poverty,0,expired,2013-11-13 00:00:00
380697,CA,Technology,highest poverty,691,completed,2012-01-23 00:00:00
455432,CA,Supplies,highest poverty,576,completed,2012-10-05 00:00:00
321863,NM,Supplies,highest poverty,186,completed,2011-08-08 00:00:00
815240,FL,Other,highest poverty,105,expired,2015-02-27 00:00:00
707064,SC,Technology,highest poverty,374,completed,2014-08-24 00:00:00
473617,NY,Books,highest poverty,204,completed,2012-11-12 00:00:00
215380,NY,Other,highest poverty,488,completed,2010-08-06 00:00:00
1072,NY,Books,highest poverty,216,completed,2003-06-18 00:00:00
381587,CA,Supplies,highest poverty,271,completed,2012-01-27 00:00:00
139632,TX,Books,highest poverty,10,expired,2009-05-31 00:00:00
150031,MD,Books,highest poverty,571,completed,2009-08-19 00:00:00
412911,NM,Supplies,highest poverty,564,completed,2012-05-03 00:00:00
43339,IN,Technology,highest poverty,350,completed,2007-05-03 00:00:00
108451,IN,Supplies,low poverty,10,expired,2008-11-02 00:00:00
555238,SD,Supplies,highest poverty,222,completed,2013-09-01 00:00:00
861909,MO,Supplies,highest poverty,0,live,2015-07-13 00:00:00
683800,OK,Supplies,highest poverty,0,expired,2014-07-23 00:00:00
449189,TX,Books,highest poverty,35,expired,2012-09-21 00:00:00
610477,CA,Supplies,high poverty,447,completed,2013-12-01 00:00:00
413523,CA,Other,high poverty,351,completed,2012-05-06 00:00:00
380816,NC,Technology,highest poverty,332,completed,2012-01-24 00:00:00
835749,GA,Technology,moderate poverty,407,completed,2015-04-22 00:00:00
165727,CA,Supplies,highest poverty,409,completed,2009-10-09 00:00:00
779169,NY,Other,moderate poverty,0,expired,2014-11-29 00:00:00
276531,MI,Supplies,highest poverty,228,completed,2011-01-31 00:00:00
232793,CA,Technology,moderate poverty,966,completed,2010-09-21 00:00:00
388195,CA,Technology,highest poverty,0,expired,2012-02-04 00:00:00
478357,SD,Technology,moderate poverty,296,completed,2012-11-30 00:00:00
85782,NY,Supplies,high poverty,163,completed,2008-04-16 00:00:00
254543,MI,Books,highest poverty,532,completed,2010-12-01 00:00:00
570394,PA,Technology,highest poverty,235,expired,2013-09-23 00:00:00
353256,AZ,Technology,moderate poverty,886,completed,2011-11-11 00:00:00
207472,IN,Supplies,highest poverty,234,completed,2010-06-15 00:00:00
843574,CA,Technology,highest poverty,269,completed,2015-05-15 00:00:00
428674,TN,Technology,highest poverty,220,completed,2012-07-29 00:00:00
619479,NC,Technology,high poverty,25,expired,2014-01-01 00:00:00
659521,IA,Technology,highest poverty,171,completed,2014-04-28 00:00:00
595109,CA,Other,high poverty,584,completed,2013-11-02 00:00:00
178032,VA,Technology,highest poverty,0,expired,2009-12-21 00:00:00
867674,NC,Technology,moderate poverty,2499,completed,2015-07-28 00:00:00
649981,WA,Books,highest poverty,100,expired,2014-03-24 00:00:00
334672,FL,Books,high poverty,236,completed,2011-09-12 00:00:00
544656,TX,Other,highest poverty,333,completed,2013-08-11 00:00:00
507616,TX,Technology,high poverty,854,completed,2013-03-10 00:00:00
309046,TN,Books,highest poverty,388,completed,2011-05-29 00:00:00
292505,GA,Supplies,high poverty,375,completed,2011-03-25 00:00:00
588936,CA,Technology,highest poverty,225,completed,2013-10-23 00:00:00
188422,IL,Books,high poverty,206,completed,2010-02-16 00:00:00
332882,NE,Technology,highest poverty,568,completed,2011-09-07 00:00:00
745629,MO,Supplies,high poverty,0,expired,2014-09-26 00:00:00
336850,UT,Other,moderate poverty,568,completed,2011-09-20 00:00:00
761508,TX,Books,highest poverty,604,completed,2014-10-21 00:00:00
141672,SC,Other,highest poverty,598,completed,2009-06-21 00:00:00
438351,WA,Supplies,highest poverty,936,completed,2012-08-30 00:00:00
184765,TN,Books,highest poverty,701,completed,2010-01-28 00:00:00
478680,FL,Supplies,highest poverty,526,completed,2012-11-30 00:00:00
666189,MI,Technology,highest poverty,2097,completed,2014-05-21 00:00:00
783307,PA,Supplies,highest poverty,343,completed,2014-12-09 00:00:00
108785,NY,Supplies,highest poverty,134,expired,2008-11-03 00:00:00
787649,NJ,Trips,highest poverty,907,completed,2014-12-23 00:00:00
465692,CA,Books,high poverty,264,completed,2012-10-22 00:00:00
478737,CA,Books,moderate poverty,968,completed,2012-11-30 00:00:00
90587,TX,Technology,highest poverty,244,completed,2008-06-22 00:00:00
699383,GA,Other,highest poverty,422,completed,2014-08-20 00:00:00
727934,MN,Books,high poverty,235,expired,2014-09-10 00:00:00
784236,FL,Technology,high poverty,271,completed,2014-12-13 00:00:00
440719,OR,Supplies,highest poverty,550,completed,2012-09-03 00:00:00
273894,CA,Books,high poverty,30,expired,2011-01-24 00:00:00
398386,CA,Books,high poverty,127,expired,2012-03-04 00:00:00
756904,NY,Technology,highest poverty,320,completed,2014-10-13 00:00:00
144048,NC,Supplies,highest poverty,166,completed,2009-07-14 00:00:00
286629,TX,Technology,highest poverty,50,expired,2011-03-05 00:00:00
817742,TN,Trips,highest poverty,989,completed,2015-03-05 00:00:00
432101,OK,Technology,highest poverty,0,expired,2012-08-12 00:00:00
80787,IN,Technology,high poverty,100,expired,2008-03-15 00:00:00
589101,TX,Books,highest poverty,452,completed,2013-10-24 00:00:00
633055,IL,Supplies,high poverty,500,completed,2014-02-09 00:00:00
262119,CA,Technology,low poverty,204,completed,2010-12-21 00:00:00
494588,WA,Technology,highest poverty,335,expired,2013-01-26 00:00:00
455707,IN,Other,moderate poverty,250,expired,2012-10-05 00:00:00
698890,NY,Supplies,highest poverty,238,completed,2014-08-19 00:00:00
423841,NC,Other,highest poverty,204,completed,2012-07-10 00:00:00
278741,ME,Technology,moderate poverty,60,expired,2011-02-06 00:00:00
80685,CA,Technology,highest poverty,0,expired,2008-03-14 00:00:00
365555,NC,Trips,high poverty,3825,completed,2011-12-12 00:00:00
360280,SC,Other,high poverty,270,completed,2011-12-05 00:00:00
420672,AZ,Other,highest poverty,807,completed,2012-06-20 00:00:00
511804,AZ,Supplies,highest poverty,241,completed,2013-03-31 00:00:00
446914,WA,Books,highest poverty,0,expired,2012-09-16 00:00:00
567310,IN,Other,highest poverty,178,completed,2013-09-18 00:00:00
99988,LA,Supplies,high poverty,238,completed,2008-09-08 00:00:00
598416,CA,Supplies,high poverty,621,completed,2013-11-08 00:00:00
509816,IL,Technology,highest poverty,0,expired,2013-03-22 00:00:00
261261,DC,Books,highest poverty,415,completed,2010-12-17 00:00:00
587299,TX,Supplies,highest poverty,0,expired,2013-10-20 00:00:00
43396,NY,Supplies,highest poverty,384,completed,2007-05-07 00:00:00
624115,NC,Technology,highest poverty,10,expired,2014-01-14 00:00:00
716335,CA,Technology,high poverty,586,completed,2014-09-02 00:00:00
90848,CA,Supplies,high poverty,491,completed,2008-06-24 00:00:00
699537,IL,Other,highest poverty,321,completed,2014-08-20 00:00:00
409844,TX,Technology,high poverty,0,expired,2012-04-14 00:00:00
494881,NY,Technology,highest poverty,960,completed,2013-01-26 00:00:00
375796,CA,Technology,highest poverty,809,completed,2012-01-15 00:00:00
388636,CA,Supplies,high poverty,27,expired,2012-02-05 00:00:00
584518,AZ,Technology,highest poverty,325,expired,2013-10-15 00:00:00
239300,NC,Supplies,highest poverty,245,completed,2010-10-05 00:00:00
676634,FL,Technology,highest poverty,467,completed,2014-06-29 00:00:00
321957,MN,Technology,highest poverty,1076,completed,2011-08-08 00:00:00
459102,NY,Technology,highest poverty,283,completed,2012-10-10 00:00:00
543097,IA,Technology,moderate poverty,508,completed,2013-08-09 00:00:00
242956,CA,Technology,high poverty,959,completed,2010-10-15 00:00:00
538125,NV,Supplies,highest poverty,0,expired,2013-07-26 00:00:00
308697,NV,Other,high poverty,50,expired,2011-05-28 00:00:00
323742,OK,Supplies,highest poverty,55,expired,2011-08-14 00:00:00
222720,CA,Supplies,high poverty,625,completed,2010-08-31 00:00:00
595371,CA,Other,high poverty,412,completed,2013-11-03 00:00:00
530608,NM,Technology,highest poverty,80,expired,2013-06-27 00:00:00
292652,CA,Supplies,highest poverty,300,completed,2011-03-26 00:00:00
424121,FL,Books,highest poverty,165,completed,2012-07-12 00:00:00
805775,MI,Supplies,high poverty,286,completed,2015-02-07 00:00:00
254129,CT,Supplies,highest poverty,190,completed,2010-11-29 00:00:00
484953,CA,Technology,low poverty,250,expired,2012-12-16 00:00:00
463655,IL,Technology,highest poverty,403,completed,2012-10-19 00:00:00
